URL,Is 404,Status Code,Response Time,Error
https://www.waymotorworks.com/aft-lower-steering-column-shaft-r50-r52-r53.html?printable=Y,False,200,1.396,
http://www.waymotorworks.com/silver-turn-signal-bulbs-r60-r61.html,False,200,1.631,
https://www.waymotorworks.com/neuf-abarth-performance-exhaust.html,False,200,1.674,
https://www.waymotorworks.com/lower-radiator-hose-for-r50-r52-cooper-non-s.html,False,200,1.405,
https://www.waymotorworks.com/kw-variant-3-coilovers-f60-countryman.html,False,200,1.354,
http://www.waymotorworks.com/09-cooper-cabrio-r57/exterior/index2.html?printable=Y,False,200,1.495,
https://www.waymotorworks.com/john-cooper-works-r53-engine.html,False,200,1.387,
http://www.waymotorworks.com/12-coupe-s-r58/handling/index2.html?sort=title,False,200,1.442,
http://www.waymotorworks.com/afe-magnum-force-intake-n18-engine.html,False,200,1.847,
https://waymotorworks.com/manufacturers/?page=112,True,404,0.752,HTTP Error 404: Not Found
https://www.waymotorworks.com/mini-oem-tow-hook.html,False,200,1.654,
https://www.waymotorworks.com/05-08-cooper-cabrio-r52/performance/drivetrain/electrical/index2.html,False,200,1.712,
http://www.waymotorworks.com/m7-carbon-fiber-shift-,True,404,1.333,HTTP Error 404: Not Found
http://www.waymotorworks.com/used-parts/index5.html,False,200,1.418,
https://www.waymotorworks.com/specials-and-used-parts/index6.html,False,200,2.215,
https://www.waymotorworks.com/R60-Countryman-S-exterior/index4.html,False,200,1.428,
http://www.waymotorworks.com/bilstein-pss10-coilovers-f56.html,False,200,1.758,
https://www.waymotorworks.com/xenon-washer-cover.html?printable=Y,False,200,1.486,
http://www.waymotorworks.com/radiator-fan-r55-r56-r57-r58-r59-r60-r61.html,False,200,1.81,
https://www.waymotorworks.com/pass-cv-axle-carrier-bearing-r52-r53-cooper-s.html,False,200,1.334,
http://www.waymotorworks.com/samco-intake-hose-r55-r56-r57.html,False,200,1.269,
https://www.waymotorworks.com/mini-cooper-s-hood-heat-insulation-clips-r55-r56-r57.html?printable=Y,False,200,1.352,
http://www.waymotorworks.com/05-08-cooper-cabrio-s-r52/performance/index8.html?sort_direction=1,False,200,1.28,
